UF;Nome_UF;cod_mun_ibge;nome_mun;GADM_GID_2;pop_IBGE2020
22;Piauí;2207009;Oeiras;BRA.18.141_1; 37.085 
22;Piauí;2207108;Olho D'Água do Piauí;BRA.18.142_1; 2.468 
22;Piauí;2207207;Padre Marcos;BRA.18.143_1; 6.873 
22;Piauí;2207306;Paes Landim;BRA.18.144_1; 4.126 
22;Piauí;2207355;Pajeú do Piauí;BRA.18.145_1; 3.404 
22;Piauí;2207405;Palmeira do Piauí;BRA.18.146_1; 5.036 
22;Piauí;2207504;Palmeirais;BRA.18.147_1; 14.587 
22;Piauí;2207553;Paquetá;BRA.18.148_1; 3.937 
22;Piauí;2207603;Parnaguá;BRA.18.149_1; 10.819 
22;Piauí;2207702;Parnaíba;BRA.18.150_1; 153.482 
22;Piauí;2207751;Passagem Franca do Piauí;BRA.18.151_1; 4.323 
22;Piauí;2207777;Patos do Piauí;BRA.18.152_1; 6.406 
43;Rio Grande do Sul;4318507;São José do Norte;#N/A; 27.721 
22;Piauí;2207801;Paulistana;BRA.18.153_1; 20.554 
22;Piauí;2207850;Pavussu;BRA.18.154_1; 3.669 
22;Piauí;2207900;Pedro II;BRA.18.156_1; 38.778 
22;Piauí;2207934;Pedro Laurentino;BRA.18.155_1; 2.544 
22;Piauí;2208007;Picos;BRA.18.157_1; 78.431 
22;Piauí;2208106;Pimenteiras;BRA.18.158_1; 12.139 
22;Piauí;2208205;Pio IX;BRA.18.159_1; 18.459 
22;Piauí;2208304;Piracuruca;BRA.18.160_1; 28.874 
22;Piauí;2208403;Piripiri;BRA.18.161_1; 63.787 
22;Piauí;2208502;Porto;BRA.18.163_1; 12.608 
22;Piauí;2208551;Porto Alegre do Piauí;BRA.18.162_1; 2.720 
22;Piauí;2208601;Prata do Piauí;BRA.18.164_1; 3.150 
22;Piauí;2208650;Queimada Nova;BRA.18.165_1; 9.017 
22;Piauí;2208700;Redenção do Gurguéia;BRA.18.166_1; 8.796 
22;Piauí;2208809;Regeneração;BRA.18.167_1; 17.979 
22;Piauí;2208858;Riacho Frio;BRA.18.168_1; 4.309 
22;Piauí;2208874;Ribeira do Piauí;BRA.18.169_1; 4.488 
22;Piauí;2208908;Ribeiro Gonçalves;BRA.18.170_1; 7.376 
22;Piauí;2209005;Rio Grande do Piauí;BRA.18.171_1; 6.433 
22;Piauí;2209104;Santa Cruz do Piauí;BRA.18.172_1; 6.247 
22;Piauí;2209153;Santa Cruz dos Milagres;BRA.18.173_1; 4.033 
22;Piauí;2209203;Santa Filomena;BRA.18.174_1; 6.254 
22;Piauí;2209302;Santa Luz;BRA.18.175_1; 5.882 
22;Piauí;2209377;Santa Rosa do Piauí;BRA.18.176_1; 5.255 
22;Piauí;2209351;Santana do Piauí;BRA.18.177_1; 4.642 
22;Piauí;2209401;Santo Antônio de Lisboa;BRA.18.178_1; 6.441 
22;Piauí;2209450;Santo Antônio dos Milagres;BRA.18.179_1; 2.166 
22;Piauí;2209500;Santo Inácio do Piauí;BRA.18.180_1; 3.803 
22;Piauí;2209559;São Braz do Piauí;BRA.18.181_1; 4.451 
22;Piauí;2209609;São Félix do Piauí;BRA.18.182_1; 2.932 
22;Piauí;2209658;São Francisco de Assis do Piauí;BRA.18.183_1; 5.779 
22;Piauí;2209708;São Francisco do Piauí;BRA.18.184_1; 6.420 
22;Piauí;2209757;São Gonçalo do Gurguéia;BRA.18.185_1; 3.057 
22;Piauí;2209807;São Gonçalo do Piauí;BRA.18.186_1; 5.030 
22;Piauí;2209856;São João da Canabrava;BRA.18.187_1; 4.614 
22;Piauí;2209872;São João da Fronteira;BRA.18.188_1; 6.064 
22;Piauí;2209906;São João da Serra;BRA.18.189_1; 6.122 
22;Piauí;2209955;São João da Varjota;BRA.18.190_1; 4.848 
22;Piauí;2209971;São João do Arraial;BRA.18.191_1; 8.038 
22;Piauí;2210003;São João do Piauí;BRA.18.192_1; 20.662 
22;Piauí;2210052;São José do Divino;BRA.18.193_1; 5.354 
22;Piauí;2210102;São José do Peixe;BRA.18.194_1; 3.741 
22;Piauí;2210201;São José do Piauí;BRA.18.195_1; 6.700 
22;Piauí;2210300;São Julião;BRA.18.196_1; 6.371 
22;Piauí;2210359;São Lourenço do Piauí;BRA.18.197_1; 4.577 
22;Piauí;2210375;São Luis do Piauí;BRA.18.198_1; 2.646 
22;Piauí;2210383;São Miguel da Baixa Grande;BRA.18.199_1; 2.454 
22;Piauí;2210391;São Miguel do Fidalgo;BRA.18.200_1; 3.038 
22;Piauí;2210409;São Miguel do Tapuio;BRA.18.201_1; 17.639 
22;Piauí;2210508;São Pedro do Piauí;BRA.18.202_1; 14.324 
22;Piauí;2210607;São Raimundo Nonato;BRA.18.203_1; 34.877 
22;Piauí;2210623;Sebastião Barros;BRA.18.204_1; 3.451 
22;Piauí;2210631;Sebastião Leal;BRA.18.205_1; 4.303 
22;Piauí;2210656;Sigefredo Pacheco;BRA.18.206_1; 10.058 
22;Piauí;2210706;Simões;BRA.18.207_1; 14.649 
22;Piauí;2210805;Simplício Mendes;BRA.18.208_1; 12.746 
22;Piauí;2210904;Socorro do Piauí;BRA.18.209_1; 4.563 
22;Piauí;2210938;Sussuapara;BRA.18.210_1; 6.767 
22;Piauí;2210953;Tamboril do Piauí;BRA.18.211_1; 2.929 
22;Piauí;2210979;Tanque do Piauí;BRA.18.212_1; 2.773 
22;Piauí;2211001;Teresina;BRA.18.213_1; 868.075 
22;Piauí;2211100;União;BRA.18.214_1; 44.569 
22;Piauí;2211209;Uruçuí;BRA.18.215_1; 21.655 
22;Piauí;2211308;Valença do Piauí;BRA.18.216_1; 20.929 
26;Pernambuco;2607604;Ilha de Itamaracá;BRA.17.82_1; 26.672 
22;Piauí;2211407;Várzea Grande;BRA.18.217_1; 4.386 
22;Piauí;2211506;Vera Mendes;BRA.18.218_1; 3.080 
22;Piauí;2211605;Vila Nova do Piauí;BRA.18.219_1; 2.952 
22;Piauí;2211704;Wall Ferraz;BRA.18.220_1; 4.471 
23;Ceará;2300101;Abaiara;BRA.6.1_1; 11.853 
23;Ceará;2300150;Acarape;BRA.6.2_1; 15.036 
23;Ceará;2300200;Acaraú;BRA.6.3_1; 63.104 
23;Ceará;2300309;Acopiara;BRA.6.4_1; 54.481 
23;Ceará;2300408;Aiuaba;BRA.6.5_1; 17.493 
23;Ceará;2300507;Alcântaras;BRA.6.6_1; 11.781 
23;Ceará;2300606;Altaneira;BRA.6.7_1; 7.650 
23;Ceará;2300705;Alto Santo;BRA.6.8_1; 17.196 
23;Ceará;2300754;Amontada;BRA.6.9_1; 43.829 
23;Ceará;2300804;Antonina do Norte;BRA.6.10_1; 7.378 
23;Ceará;2300903;Apuiarés;BRA.6.11_1; 14.672 
23;Ceará;2301000;Aquiraz;BRA.6.12_1; 80.935 
23;Ceará;2301109;Aracati;BRA.6.13_1; 74.975 
23;Ceará;2301208;Aracoiaba;BRA.6.14_1; 26.535 
23;Ceará;2301257;Ararendá;BRA.6.15_1; 10.959 
23;Ceará;2301307;Araripe;BRA.6.16_1; 21.654 
23;Ceará;2301406;Aratuba;BRA.6.17_1; 11.802 
23;Ceará;2301505;Arneiroz;BRA.6.18_1; 7.844 
23;Ceará;2301604;Assaré;BRA.6.19_1; 23.478 
23;Ceará;2301703;Aurora;BRA.6.20_1; 24.610 
23;Ceará;2301802;Baixio;BRA.6.21_1; 6.303 
23;Ceará;2301851;Banabuiú;BRA.6.22_1; 18.256 
23;Ceará;2301901;Barbalha;BRA.6.23_1; 61.228 
23;Ceará;2301950;Barreira;BRA.6.24_1; 22.573 
23;Ceará;2302008;Barro;BRA.6.25_1; 22.758 
23;Ceará;2302057;Barroquinha;BRA.6.26_1; 15.044 
23;Ceará;2302107;Baturité;BRA.6.27_1; 35.941 
23;Ceará;2302206;Beberibe;BRA.6.28_1; 53.949 
23;Ceará;2302305;Bela Cruz;BRA.6.29_1; 32.722 
23;Ceará;2302404;Boa Viagem;BRA.6.30_1; 54.577 
23;Ceará;2302503;Brejo Santo;BRA.6.31_1; 49.842 
23;Ceará;2302602;Camocim;BRA.6.32_1; 63.907 
23;Ceará;2302701;Campos Sales;BRA.6.33_1; 27.470 
23;Ceará;2302800;Canindé;BRA.6.34_1; 77.244 
23;Ceará;2302909;Capistrano;BRA.6.35_1; 17.786 
23;Ceará;2303006;Caridade;BRA.6.36_1; 22.782 
23;Ceará;2303105;Cariré;BRA.6.37_1; 18.459 
23;Ceará;2303204;Caririaçu;BRA.6.38_1; 26.987 
23;Ceará;2303303;Cariús;BRA.6.39_1; 18.699 
23;Ceará;2303402;Carnaubal;BRA.6.40_1; 17.685 
23;Ceará;2303501;Cascavel;BRA.6.41_1; 72.232 
23;Ceará;2303600;Catarina;BRA.6.42_1; 20.871 
23;Ceará;2303659;Catunda;BRA.6.43_1; 10.376 
23;Ceará;2303709;Caucaia;BRA.6.44_1; 365.212 
23;Ceará;2303808;Cedro;BRA.6.45_1; 25.585 
23;Ceará;2303907;Chaval;BRA.6.46_1; 13.091 
23;Ceará;2303931;Choró;BRA.6.47_1; 13.565 
23;Ceará;2303956;Chorozinho;BRA.6.48_1; 20.274 
23;Ceará;2304004;Coreaú;BRA.6.49_1; 23.239 
23;Ceará;2304103;Crateús;BRA.6.50_1; 75.159 
23;Ceará;2304202;Crato;BRA.6.51_1; 133.031 
23;Ceará;2304236;Croatá;BRA.6.52_1; 18.133 
23;Ceará;2304251;Cruz;BRA.6.53_1; 24.977 
23;Ceará;2304269;Deputado Irapuan Pinheiro;BRA.6.54_1; 9.662 
23;Ceará;2304277;Ererê;BRA.6.55_1; 7.225 
23;Ceará;2304285;Eusébio;BRA.6.56_1; 54.337 
23;Ceará;2304301;Farias Brito;BRA.6.57_1; 19.389 
23;Ceará;2304350;Forquilha;BRA.6.58_1; 24.452 
23;Ceará;2304400;Fortaleza;BRA.6.59_1; 2.686.612 
23;Ceará;2304459;Fortim;BRA.6.60_1; 16.631 
23;Ceará;2304509;Frecheirinha;BRA.6.61_1; 14.134 
23;Ceará;2304608;General Sampaio;BRA.6.62_1; 7.694 
23;Ceará;2304657;Graça;BRA.6.63_1; 14.407 
23;Ceará;2304707;Granja;BRA.6.64_1; 54.962 
23;Ceará;2304806;Granjeiro;BRA.6.65_1; 4.814 
23;Ceará;2304905;Groaíras;BRA.6.66_1; 11.144 
23;Ceará;2304954;Guaiúba;BRA.6.67_1; 26.290 
23;Ceará;2305001;Guaraciaba do Norte;BRA.6.68_1; 40.784 
23;Ceará;2305100;Guaramiranga;BRA.6.69_1; 5.132 
23;Ceará;2305209;Hidrolândia;BRA.6.70_1; 20.053 
23;Ceará;2305233;Horizonte;BRA.6.71_1; 68.529 
23;Ceará;2305266;Ibaretama;BRA.6.72_1; 13.369 
23;Ceará;2305308;Ibiapina;BRA.6.73_1; 25.082 
23;Ceará;2305332;Ibicuitinga;BRA.6.74_1; 12.629 
23;Ceará;2305357;Icapuí;BRA.6.75_1; 20.060 
23;Ceará;2305407;Icó;BRA.6.76_1; 68.162 
23;Ceará;2305506;Iguatu;BRA.6.77_1; 103.074 
23;Ceará;2305605;Independência;BRA.6.78_1; 26.187 
23;Ceará;2305654;Ipaporanga;BRA.6.79_1; 11.596 
23;Ceará;2305704;Ipaumirim;BRA.6.80_1; 12.485 
23;Ceará;2305803;Ipu;BRA.6.81_1; 42.058 
23;Ceará;2305902;Ipueiras;BRA.6.82_1; 38.114 
23;Ceará;2306009;Iracema;BRA.6.83_1; 14.326 
23;Ceará;2306108;Irauçuba;BRA.6.84_1; 24.305 
23;Ceará;2306207;Itaiçaba;BRA.6.85_1; 7.866 
23;Ceará;2306256;Itaitinga;BRA.6.86_1; 38.325 
23;Ceará;2306306;Itapajé;BRA.6.87_1; 53.067 
23;Ceará;2306405;Itapipoca;BRA.6.88_1; 130.539 
23;Ceará;2306504;Itapiúna;BRA.6.89_1; 20.520 
23;Ceará;2306553;Itarema;BRA.6.90_1; 42.215 
23;Ceará;2306603;Itatira;BRA.6.91_1; 21.836 
23;Ceará;2306702;Jaguaretama;BRA.6.92_1; 18.147 
23;Ceará;2306801;Jaguaribara;BRA.6.93_1; 11.492 
23;Ceará;2306900;Jaguaribe;BRA.6.94_1; 34.636 
23;Ceará;2307007;Jaguaruana;BRA.6.95_1; 33.834 
23;Ceará;2307106;Jardim;BRA.6.96_1; 27.181 
23;Ceará;2307205;Jati;BRA.6.97_1; 8.130 
23;Ceará;2307254;Jijoca de Jericoacoara;BRA.6.98_1; 20.087 
23;Ceará;2307304;Juazeiro do Norte;BRA.6.99_1; 276.264 
23;Ceará;2307403;Jucás;BRA.6.100_1; 24.892 
23;Ceará;2307502;Lavras da Mangabeira;BRA.6.101_1; 31.492 
23;Ceará;2307601;Limoeiro do Norte;BRA.6.102_1; 59.890 
23;Ceará;2307635;Madalena;BRA.6.103_1; 19.864 
23;Ceará;2307650;Maracanaú;BRA.6.104_1; 229.458 
23;Ceará;2307700;Maranguape;BRA.6.105_1; 130.346 
23;Ceará;2307809;Marco;BRA.6.106_1; 27.595 
23;Ceará;2307908;Martinópole;BRA.6.107_1; 11.321 
23;Ceará;2308005;Massapê;BRA.6.108_1; 39.044 
17;Tocantins;1709302;Guaraí;#N/A; 26.165 
23;Ceará;2308203;Meruoca;BRA.6.109_1; 15.185 
23;Ceará;2308302;Milagres;BRA.6.110_1; 27.462 
23;Ceará;2308351;Milhã;BRA.6.111_1; 13.142 
23;Ceará;2308377;Miraíma;BRA.6.112_1; 13.894 
23;Ceará;2308401;Missão Velha;BRA.6.113_1; 35.480 
23;Ceará;2308500;Mombaça;BRA.6.114_1; 43.858 
23;Ceará;2308609;Monsenhor Tabosa;BRA.6.115_1; 17.249 
23;Ceará;2308708;Morada Nova;BRA.6.116_1; 61.738 
23;Ceará;2308807;Moraújo;BRA.6.117_1; 8.779 
23;Ceará;2308906;Morrinhos;BRA.6.118_1; 22.685 
23;Ceará;2309003;Mucambo;BRA.6.119_1; 14.549 
23;Ceará;2309102;Mulungu;BRA.6.120_1; 10.941 
23;Ceará;2309201;Nova Olinda;BRA.6.121_1; 15.684 
23;Ceará;2309300;Nova Russas;BRA.6.122_1; 32.408 
23;Ceará;2309409;Novo Oriente;BRA.6.123_1; 28.673 
23;Ceará;2309458;Ocara;BRA.6.124_1; 25.833 
23;Ceará;2309508;Orós;BRA.6.125_1; 21.384 
23;Ceará;2309607;Pacajus;BRA.6.126_1; 73.188 
23;Ceará;2309706;Pacatuba;BRA.6.127_1; 84.554 
23;Ceará;2309805;Pacoti;BRA.6.128_1; 12.288 
23;Ceará;2309904;Pacujá;BRA.6.129_1; 6.549 
23;Ceará;2310001;Palhano;BRA.6.130_1; 9.422 
23;Ceará;2310100;Palmácia;BRA.6.131_1; 13.439 
23;Ceará;2310209;Paracuru;BRA.6.132_1; 35.304 
23;Ceará;2310258;Paraipaba;BRA.6.133_1; 32.992 
23;Ceará;2310308;Parambu;BRA.6.134_1; 31.455 
23;Ceará;2310407;Paramoti;BRA.6.135_1; 12.252 
23;Ceará;2310506;Pedra Branca;BRA.6.136_1; 43.309 
23;Ceará;2310605;Penaforte;BRA.6.137_1; 9.143 
23;Ceará;2310704;Pentecoste;BRA.6.138_1; 37.900 
23;Ceará;2310803;Pereiro;BRA.6.139_1; 16.331 
23;Ceará;2310852;Pindoretama;BRA.6.140_1; 20.769 
23;Ceará;2310902;Piquet Carneiro;BRA.6.141_1; 17.086 
23;Ceará;2310951;Pires Ferreira;BRA.6.142_1; 11.001 
23;Ceará;2311009;Poranga;BRA.6.143_1; 12.347 
23;Ceará;2311108;Porteiras;BRA.6.144_1; 14.958 
23;Ceará;2311207;Potengi;BRA.6.145_1; 11.106 
23;Ceará;2311231;Potiretama;BRA.6.146_1; 6.437 
23;Ceará;2311264;Quiterianópolis;BRA.6.147_1; 21.166 
23;Ceará;2311306;Quixadá;BRA.6.148_1; 88.321 
23;Ceará;2311355;Quixelô;BRA.6.149_1; 16.147 
23;Ceará;2311405;Quixeramobim;BRA.6.150_1; 81.778 
23;Ceará;2311504;Quixeré;BRA.6.151_1; 22.293 
23;Ceará;2311603;Redenção;BRA.6.152_1; 29.146 
23;Ceará;2311702;Reriutaba;BRA.6.153_1; 18.385 
23;Ceará;2311801;Russas;BRA.6.154_1; 78.882 
23;Ceará;2311900;Saboeiro;BRA.6.155_1; 15.788 
23;Ceará;2311959;Salitre;BRA.6.156_1; 16.635 
23;Ceará;2312205;Santa Quitéria;BRA.6.157_1; 43.711 
23;Ceará;2312007;Santana do Acaraú;BRA.6.158_1; 32.654 
23;Ceará;2312106;Santana do Cariri;BRA.6.159_1; 17.712 
23;Ceará;2312304;São Benedito;BRA.6.160_1; 48.131 
23;Ceará;2312403;São Gonçalo do Amarante;BRA.6.161_1; 48.869 
23;Ceará;2312502;São João do Jaguaribe;BRA.6.163_1; 7.601 
23;Ceará;2312601;São Luís do Curu;BRA.6.164_1; 13.044 
23;Ceará;2312700;Senador Pompeu;BRA.6.165_1; 25.456 
23;Ceará;2312809;Senador Sá;BRA.6.166_1; 7.691 
23;Ceará;2312908;Sobral;BRA.6.167_1; 210.711 
23;Ceará;2313005;Solonópole;BRA.6.168_1; 18.357 
23;Ceará;2313104;Tabuleiro do Norte;BRA.6.169_1; 30.807 
23;Ceará;2313203;Tamboril;BRA.6.170_1; 26.225 
23;Ceará;2313252;Tarrafas;BRA.6.171_1; 8.573 
23;Ceará;2313302;Tauá;BRA.6.172_1; 59.062 
23;Ceará;2313351;Tejuçuoca;BRA.6.173_1; 19.371 
23;Ceará;2313401;Tianguá;BRA.6.174_1; 76.537 
23;Ceará;2313500;Trairi;BRA.6.175_1; 56.291 
23;Ceará;2313559;Tururu;BRA.6.176_1; 16.431 
23;Ceará;2313609;Ubajara;BRA.6.177_1; 35.047 
23;Ceará;2313708;Umari;BRA.6.178_1; 7.736 
23;Ceará;2313757;Umirim;BRA.6.179_1; 19.903 
23;Ceará;2313807;Uruburetama;BRA.6.180_1; 22.040 
23;Ceará;2313906;Uruoca;BRA.6.181_1; 13.915 
23;Ceará;2313955;Varjota;BRA.6.182_1; 18.471 
23;Ceará;2314003;Várzea Alegre;BRA.6.183_1; 40.903 
23;Ceará;2314102;Viçosa do Ceará;BRA.6.184_1; 61.410 
24;Rio Grande do Norte;2400109;Acari;BRA.20.1_1; 11.121 
24;Rio Grande do Norte;2400208;Açu;BRA.20.2_1; 58.384 
24;Rio Grande do Norte;2400307;Afonso Bezerra;BRA.20.3_1; 11.029 
24;Rio Grande do Norte;2400406;Água Nova;BRA.20.4_1; 3.272 
24;Rio Grande do Norte;2400505;Alexandria;BRA.20.5_1; 13.553 
24;Rio Grande do Norte;2400604;Almino Afonso;BRA.20.6_1; 4.710 
24;Rio Grande do Norte;2400703;Alto do Rodrigues;BRA.20.7_1; 14.728 
24;Rio Grande do Norte;2400802;Angicos;BRA.20.8_1; 11.705 
24;Rio Grande do Norte;2400901;Antônio Martins;BRA.20.9_1; 7.154 
24;Rio Grande do Norte;2401008;Apodi;BRA.20.10_1; 35.874 
24;Rio Grande do Norte;2401107;Areia Branca;BRA.20.11_1; 27.967 
24;Rio Grande do Norte;2401206;Arês;BRA.20.12_1; 14.417 
24;Rio Grande do Norte;2401404;Baía Formosa;BRA.20.14_1; 9.322 
24;Rio Grande do Norte;2401453;Baraúna;BRA.20.15_1; 28.747 
24;Rio Grande do Norte;2401503;Barcelona;BRA.20.16_1; 3.994 
24;Rio Grande do Norte;2401602;Bento Fernandes;BRA.20.17_1; 5.525 
24;Rio Grande do Norte;2401651;Bodó;BRA.20.18_1; 2.197 
24;Rio Grande do Norte;2401701;Bom Jesus;BRA.20.19_1; 10.267 
24;Rio Grande do Norte;2401800;Brejinho;BRA.20.20_1; 12.787 
24;Rio Grande do Norte;2401859;Caiçara do Norte;BRA.20.21_1; 6.561 
24;Rio Grande do Norte;2401909;Caiçara do Rio do Vento;BRA.20.22_1; 3.715 
24;Rio Grande do Norte;2402006;Caicó;BRA.20.23_1; 68.343 
24;Rio Grande do Norte;2401305;Campo Grande;BRA.20.13_1; 9.670 
24;Rio Grande do Norte;2402105;Campo Redondo;BRA.20.24_1; 11.291 
24;Rio Grande do Norte;2402204;Canguaretama;BRA.20.25_1; 34.548 
24;Rio Grande do Norte;2402303;Caraúbas;BRA.20.26_1; 20.541 
24;Rio Grande do Norte;2402402;Carnaúba dos Dantas;BRA.20.27_1; 8.239 
24;Rio Grande do Norte;2402501;Carnaubais;BRA.20.28_1; 10.867 
24;Rio Grande do Norte;2402600;Ceará-Mirim;BRA.20.29_1; 73.886 
24;Rio Grande do Norte;2402709;Cerro Corá;BRA.20.30_1; 11.181 
24;Rio Grande do Norte;2402808;Coronel Ezequiel;BRA.20.31_1; 5.504 
24;Rio Grande do Norte;2402907;Coronel João Pessoa;BRA.20.32_1; 4.915 
24;Rio Grande do Norte;2403004;Cruzeta;BRA.20.33_1; 7.983 
24;Rio Grande do Norte;2403103;Currais Novos;BRA.20.34_1; 44.905 
24;Rio Grande do Norte;2403202;Doutor Severiano;BRA.20.35_1; 7.072 
24;Rio Grande do Norte;2403301;Encanto;BRA.20.36_1; 5.668 
24;Rio Grande do Norte;2403400;Equador;BRA.20.37_1; 6.054 
24;Rio Grande do Norte;2403509;Espírito Santo;BRA.20.38_1; 10.484 
24;Rio Grande do Norte;2403608;Extremoz;BRA.20.39_1; 28.936 
24;Rio Grande do Norte;2403707;Felipe Guerra;BRA.20.40_1; 5.997 
24;Rio Grande do Norte;2403756;Fernando Pedroza;BRA.20.42_1; 3.067 
24;Rio Grande do Norte;2403806;Florânia;BRA.20.43_1; 9.786 
24;Rio Grande do Norte;2403905;Francisco Dantas;BRA.20.44_1; 2.813 
24;Rio Grande do Norte;2404002;Frutuoso Gomes;BRA.20.45_1; 4.041 
24;Rio Grande do Norte;2404101;Galinhos;BRA.20.46_1; 2.845 
24;Rio Grande do Norte;2404200;Goianinha;BRA.20.47_1; 26.669 
24;Rio Grande do Norte;2404309;Governador Dix-Sept Rosado;BRA.20.48_1; 13.076 
42;Santa Catarina;4212809;Balneário Piçarras;BRA.24.195_1; 23.772 
24;Rio Grande do Norte;2404507;Guamaré;BRA.20.50_1; 15.963 
24;Rio Grande do Norte;2404606;Ielmo Marinho;BRA.20.51_1; 13.901 
24;Rio Grande do Norte;2404705;Ipanguaçu;BRA.20.52_1; 15.626 
24;Rio Grande do Norte;2404804;Ipueira;BRA.20.53_1; 2.253 
24;Rio Grande do Norte;2404853;Itajá;BRA.20.54_1; 7.595 
24;Rio Grande do Norte;2404903;Itaú;BRA.20.55_1; 5.897 
24;Rio Grande do Norte;2405009;Jaçanã;BRA.20.56_1; 9.238 
24;Rio Grande do Norte;2405108;Jandaíra;BRA.20.57_1; 6.893 
24;Rio Grande do Norte;2405207;Janduís;BRA.20.58_1; 5.248 
24;Rio Grande do Norte;2405306;Januário Cicco;BRA.20.59_1; 10.275 
24;Rio Grande do Norte;2405405;Japi;BRA.20.60_1; 4.995 
24;Rio Grande do Norte;2405504;Jardim de Angicos;BRA.20.62_1; 2.606 
24;Rio Grande do Norte;2405603;Jardim de Piranhas;BRA.20.61_1; 14.942 
24;Rio Grande do Norte;2405702;Jardim do Seridó;BRA.20.63_1; 12.396 
24;Rio Grande do Norte;2405801;João Câmara;BRA.20.64_1; 35.160 
24;Rio Grande do Norte;2405900;João Dias;BRA.20.65_1; 2.654 
24;Rio Grande do Norte;2406007;José da Penha;BRA.20.66_1; 5.946 
24;Rio Grande do Norte;2406106;Jucurutu;BRA.20.67_1; 18.315 
50;Mato Grosso do Sul;5005202;Ladário;#N/A; 23.689 
24;Rio Grande do Norte;2406205;Lagoa d'Anta;BRA.20.69_1; 6.811 
24;Rio Grande do Norte;2406304;Lagoa de Pedras;BRA.20.70_1; 7.584 
24;Rio Grande do Norte;2406403;Lagoa de Velhos;BRA.20.73_1; 2.732 
24;Rio Grande do Norte;2406502;Lagoa Nova;BRA.20.71_1; 15.749 
24;Rio Grande do Norte;2406601;Lagoa Salgada;BRA.20.72_1; 8.297 
24;Rio Grande do Norte;2406700;Lajes;BRA.20.75_1; 11.344 
24;Rio Grande do Norte;2406809;Lajes Pintadas;BRA.20.74_1; 4.763 
24;Rio Grande do Norte;2406908;Lucrécia;BRA.20.76_1; 4.025 
24;Rio Grande do Norte;2407005;Luís Gomes;BRA.20.77_1; 10.146 
24;Rio Grande do Norte;2407104;Macaíba;BRA.20.78_1; 81.821 
24;Rio Grande do Norte;2407203;Macau;BRA.20.79_1; 32.039 
24;Rio Grande do Norte;2407252;Major Sales;BRA.20.80_1; 4.062 
24;Rio Grande do Norte;2407302;Marcelino Vieira;BRA.20.81_1; 8.336 
24;Rio Grande do Norte;2407401;Martins;BRA.20.82_1; 8.758 
24;Rio Grande do Norte;2407500;Maxaranguape;BRA.20.83_1; 12.544 
31;Minas Gerais;3171006;Vazante;#N/A; 20.642 
24;Rio Grande do Norte;2407708;Montanhas;BRA.20.84_1; 11.208 
24;Rio Grande do Norte;2407807;Monte Alegre;BRA.20.85_1; 22.576 
24;Rio Grande do Norte;2407906;Monte das Gameleiras;BRA.20.86_1; 2.084 
24;Rio Grande do Norte;2408003;Mossoró;BRA.20.87_1; 300.618 
24;Rio Grande do Norte;2408102;Natal;BRA.20.88_1; 890.480 
24;Rio Grande do Norte;2408201;Nísia Floresta;BRA.20.89_1; 27.938 
24;Rio Grande do Norte;2408300;Nova Cruz;BRA.20.90_1; 37.450 
24;Rio Grande do Norte;2408409;Olho d'Água do Borges;BRA.20.91_1; 4.244 
24;Rio Grande do Norte;2408508;Ouro Branco;BRA.20.92_1; 4.813 
24;Rio Grande do Norte;2408607;Paraná;BRA.20.93_1; 4.276 
24;Rio Grande do Norte;2408706;Paraú;BRA.20.94_1; 3.750 
24;Rio Grande do Norte;2408805;Parazinho;BRA.20.95_1; 5.272 
24;Rio Grande do Norte;2408904;Parelhas;BRA.20.96_1; 21.545 
24;Rio Grande do Norte;2403251;Parnamirim;BRA.20.97_1; 267.036 
24;Rio Grande do Norte;2409100;Passa e Fica;BRA.20.98_1; 13.474 
24;Rio Grande do Norte;2409209;Passagem;BRA.20.99_1; 3.102 
24;Rio Grande do Norte;2409308;Patu;BRA.20.100_1; 12.809 
24;Rio Grande do Norte;2409407;Pau dos Ferros;BRA.20.101_1; 30.600 
24;Rio Grande do Norte;2409506;Pedra Grande;BRA.20.102_1; 3.199 
24;Rio Grande do Norte;2409605;Pedra Preta;BRA.20.103_1; 2.438 
24;Rio Grande do Norte;2409704;Pedro Avelino;BRA.20.104_1; 6.653 
24;Rio Grande do Norte;2409803;Pedro Velho;BRA.20.105_1; 14.844 
24;Rio Grande do Norte;2409902;Pendências;BRA.20.106_1; 15.272 
24;Rio Grande do Norte;2410009;Pilões;BRA.20.107_1; 3.869 
24;Rio Grande do Norte;2410108;Poço Branco;BRA.20.108_1; 15.531 
24;Rio Grande do Norte;2410207;Portalegre;BRA.20.110_1; 7.906 
24;Rio Grande do Norte;2410256;Porto do Mangue;BRA.20.111_1; 6.522 
24;Rio Grande do Norte;2410405;Pureza;BRA.20.113_1; 9.724 
24;Rio Grande do Norte;2410504;Rafael Fernandes;BRA.20.114_1; 5.128 
24;Rio Grande do Norte;2410603;Rafael Godeiro;BRA.20.115_1; 3.208 
24;Rio Grande do Norte;2410702;Riacho da Cruz;BRA.20.116_1; 3.614 
24;Rio Grande do Norte;2410801;Riacho de Santana;BRA.20.117_1; 4.199 
24;Rio Grande do Norte;2410900;Riachuelo;BRA.20.118_1; 8.220 
24;Rio Grande do Norte;2408953;Rio do Fogo;BRA.20.119_1; 10.905 
24;Rio Grande do Norte;2411007;Rodolfo Fernandes;BRA.20.120_1; 4.462 
